,Location,Truck,Start_Time,End_Time,Date
9193,Clark and Monroe,Rosati's,11:08 AM,01:15 PM,2014-09-02
9194,Clark and Monroe,Jack's Fork in the Road,11:00 AM,02:00 PM,2014-09-02
9195,Clark and Monroe,La Cocinita,11:00 AM,01:00 PM,2014-09-02
9196,Clark and Monroe,La Boulangerie,09:02 AM,11:02 AM,2014-09-02
9197,Clark and Monroe,The More Mobile,02:53 PM,03:30 PM,2014-09-03
9198,Clark and Monroe,Haute Sausage,11:00 AM,01:00 PM,2014-09-03
9199,Clark and Monroe,5411 Empanadas,10:35 AM,01:00 PM,2014-09-03
9200,Clark and Monroe,Döner Men,11:02 AM,01:30 PM,2014-09-03
9201,Clark and Monroe,Doughnut Vault,06:43 AM,01:00 PM,2014-09-03
9202,Clark and Monroe,Cupcake Gangsters,11:30 AM,01:30 PM,2014-09-03
9203,Clark and Monroe,Cupcake Gangsters,11:30 AM,11:46 AM,2014-09-04
9204,Clark and Monroe,Pierogi Street,11:00 AM,01:00 PM,2014-09-04
9205,Clark and Monroe,Soups in the Loop,11:30 AM,01:30 PM,2014-09-04
9206,Clark and Monroe,The Slide Ride,11:30 AM,01:30 PM,2014-09-04
9207,Clark and Monroe,Taquero Fusion,11:24 AM,01:30 PM,2014-09-04
9208,Clark and Monroe,Bridgeport Pasty,10:57 AM,01:30 PM,2014-09-05
9209,Clark and Monroe,Chicago Cupcake,11:00 AM,01:30 PM,2014-09-05
9210,Clark and Monroe,Yum Dum Truck,11:30 AM,01:30 PM,2014-09-05
9211,Clark and Monroe,Flirty Cupcakes,01:30 PM,02:45 PM,2014-09-05
9212,Clark and Monroe,Cupcake Gangsters,11:30 AM,11:32 AM,2014-09-05
9213,Clark and Monroe,Tamale Spaceship,10:34 AM,01:30 PM,2014-09-05
9214,Clark and Monroe,The Fat Shallot,11:00 AM,02:00 PM,2014-09-05
9215,Lasalle and Adams,Jack's Fork in the Road,10:30 AM,01:30 PM,2014-09-01
9216,Lasalle and Adams,Chicago Cupcake,11:21 AM,01:19 PM,2014-09-01
9217,Lasalle and Adams,Eastman Egg,07:18 AM,10:00 AM,2014-09-01
9218,Lasalle and Adams,Jerk,10:38 AM,02:00 PM,2014-09-01
9219,Lasalle and Adams,The More Mobile,01:47 PM,03:45 PM,2014-09-02
9220,Lasalle and Adams,Milts BBQ Truck,11:02 AM,01:30 PM,2014-09-03
9221,Lasalle and Adams,Doughnut Vault,01:22 PM,02:29 PM,2014-09-03
9222,Lasalle and Adams,Chicago Cupcake,03:00 PM,03:59 PM,2014-09-03
9223,Lasalle and Adams,La Cocinita,06:59 AM,01:00 PM,2014-09-04
9224,Lasalle and Adams,Doughnut Vault,06:47 AM,01:00 PM,2014-09-04
9225,Lasalle and Adams,Doughnut Vault,01:27 PM,02:46 PM,2014-09-04
9226,Lasalle and Adams,Doughnut Vault,06:56 AM,01:00 PM,2014-09-05
9227,Wabash and Jackson,Haute Sausage,11:00 AM,01:30 PM,2014-09-01
9228,Wabash and Jackson,Cheesies Truck,11:30 AM,01:30 PM,2014-09-04
9229,Wabash and Jackson,Chicago Cupcake,03:35 PM,04:30 PM,2014-09-05
9230,Wabash and Jackson,Haute Sausage,11:00 AM,01:30 PM,2014-09-05
9231,Willis Tower,Haute Sausage,01:00 PM,03:00 PM,2014-09-01
9232,Willis Tower,Chicago Cupcake,02:40 PM,03:01 PM,2014-09-02
9233,Willis Tower,The More Mobile,11:25 AM,02:30 PM,2014-09-03
9234,Willis Tower,Flirty Cupcakes,04:30 PM,05:30 PM,2014-09-04
9235,Willis Tower,Eastman Egg,07:45 AM,10:00 AM,2014-09-04
9236,Willis Tower,Model Chef,11:00 AM,02:00 PM,2014-09-04
9237,Madison and Wacker,Beaver's Donuts,07:00 AM,10:00 AM,2014-09-01
9238,Madison and Wacker,Chicago Cupcake,11:00 AM,01:25 PM,2014-09-02
9239,Madison and Wacker,Eastman Egg,07:06 AM,10:00 AM,2014-09-02
9240,Madison and Wacker,Tamale Spaceship,11:30 AM,01:30 PM,2014-09-02
9241,Madison and Wacker,Cupcakes for Courage,02:45 PM,03:45 PM,2014-09-04
9242,Madison and Wacker,5411 Empanadas,11:24 AM,12:52 PM,2014-09-04
9243,Madison and Wacker,Cupcakes for Courage,04:29 PM,06:29 PM,2014-09-05
9244,Madison and Wacker,Beaver's Donuts,08:08 AM,10:00 AM,2014-09-05
9245,Wacker and Adams,Gino's Steak Truck,11:00 AM,01:00 PM,2014-09-01
9246,Wacker and Adams,The Big Shish,11:30 AM,01:30 PM,2014-09-02
9247,Wacker and Adams,Jack's Fork in the Road,11:00 AM,01:30 PM,2014-09-03
9248,Wacker and Adams,Chicago Cupcake,11:30 AM,01:30 PM,2014-09-03
9249,Wacker and Adams,Yum Dum Truck,11:00 AM,01:30 PM,2014-09-03
9250,Wacker and Adams,Tamale Spaceship,11:02 AM,01:30 PM,2014-09-04
9251,Wacker and Adams,Husky Hog BBQ,11:00 AM,01:00 PM,2014-09-04
9252,Wacker and Adams,Chicago Cupcake,11:30 AM,01:30 PM,2014-09-04
9253,Wacker and Adams,Chicago Lunch Box,11:02 AM,01:00 PM,2014-09-04
9254,Wacker and Adams,The Slide Ride,10:58 AM,01:00 PM,2014-09-05
9255,Wacker and Adams,Gino's Steak Truck,12:00 PM,02:00 PM,2014-09-05
9256,Wacker and Adams,The Jibarito Stop,11:03 AM,01:03 PM,2014-09-05
9257,Wacker and Adams,La Cocinita,06:41 AM,01:00 PM,2014-09-05
9258,Wacker and Adams,5411 Empanadas,10:57 AM,01:00 PM,2014-09-05
9259,Wabash and Van Buren,Kefir Truck,03:10 PM,04:10 PM,2014-08-31
9260,Wabash and Van Buren,Cupcake Gangsters,02:00 PM,02:45 PM,2014-09-01
9261,Wabash and Van Buren,Chicago Cupcake,04:41 PM,06:24 PM,2014-09-01
9262,Wabash and Van Buren,Cupcake Gangsters,01:53 PM,03:00 PM,2014-09-02
9263,Wabash and Van Buren,Beaver's Donuts,07:00 AM,10:00 AM,2014-09-03
9264,Wabash and Van Buren,Chicago Cupcake,04:05 PM,05:00 PM,2014-09-03
9265,Wabash and Van Buren,Cupcake Gangsters,01:53 PM,02:13 PM,2014-09-03
9266,Wabash and Van Buren,Chicago Cupcake,05:10 PM,06:15 PM,2014-09-03
9267,Wabash and Van Buren,Cupcake Gangsters,02:13 PM,03:30 PM,2014-09-03
9268,Wabash and Van Buren,Cupcake Gangsters,02:00 PM,02:53 PM,2014-09-04
9269,Wabash and Van Buren,Cupcake Gangsters,02:00 PM,02:15 PM,2014-09-05
9270,Wabash and Van Buren,Cupcake Gangsters,02:15 PM,02:45 PM,2014-09-05
9271,Franklin and Randolph,Haute Sausage,11:00 AM,12:59 PM,2014-09-01
9272,Franklin and Randolph,Chicago Cupcake,01:30 PM,02:30 PM,2014-09-02
9273,Franklin and Randolph,Bob Cha Food Truck,11:30 AM,01:30 PM,2014-09-02
9274,Franklin and Randolph,Jerk,11:00 AM,02:00 PM,2014-09-02
9275,Franklin and Randolph,Flirty Cupcakes,01:30 PM,02:15 PM,2014-09-04
9276,Franklin and Randolph,Bob Cha Food Truck,11:00 AM,01:00 PM,2014-09-04
9277,Franklin and Randolph,Cupcakes for Courage,03:03 PM,04:29 PM,2014-09-05
9278,Franklin and Randolph,Beaver's Donuts,10:45 AM,02:00 PM,2014-09-05
9279,Franklin and Randolph,Chicago Cupcake,01:40 PM,02:15 PM,2014-09-05
9280,Clinton and Madison,Chicago Cupcake,04:45 PM,05:59 PM,2014-09-02
9281,Clinton and Madison,Cupcakes for Courage,04:30 PM,05:30 PM,2014-09-03
9282,Clinton and Madison,Flirty Cupcakes,04:45 PM,05:45 PM,2014-09-05
9283,Randolph and Columbus,Meatloaf-a-go-go,03:10 PM,05:10 PM,2014-09-02
9284,Randolph and Columbus,Eastman Egg,07:29 AM,10:00 AM,2014-09-03
9285,Randolph and Columbus,Cupcakes for Courage,04:00 PM,05:30 PM,2014-09-04
9286,Randolph and Columbus,Haute Sausage,11:30 AM,01:30 PM,2014-09-04
9287,Hubbard and Wells,Windy City Patty Wagon,11:15 AM,01:15 PM,2014-09-05
9288,450 N. Cityfront Plaza,The More Mobile,06:23 PM,07:00 PM,2014-09-02
9289,450 N. Cityfront Plaza,Döner Men,11:06 AM,01:30 PM,2014-09-02
9290,450 N. Cityfront Plaza,Haute Sausage,10:37 AM,01:45 PM,2014-09-02
9291,450 N. Cityfront Plaza,Windy City Patty Wagon,11:49 AM,01:49 PM,2014-09-03
9292,450 N. Cityfront Plaza,Chicago Pizza Boss,12:00 PM,07:00 PM,2014-09-03
9293,450 N. Cityfront Plaza,Windy City Patty Wagon,11:00 AM,02:00 PM,2014-09-04
9294,450 N. Cityfront Plaza,The More Mobile,11:40 AM,01:40 PM,2014-09-04
9295,450 N. Cityfront Plaza,Chicago Pizza Boss,12:00 PM,06:00 PM,2014-09-04
9296,450 N. Cityfront Plaza,Mina's,11:23 AM,01:23 PM,2014-09-05
9297,450 N. Cityfront Plaza,Bob Cha Food Truck,11:04 AM,01:04 PM,2014-09-05
9298,450 N. Cityfront Plaza,Sugar Pie Cafe,02:00 PM,03:00 PM,2014-09-05
9299,Sangamon and Monroe,Kefir Truck,04:10 PM,06:10 PM,2014-08-31
9300,Sangamon and Monroe,Baby Cakes,05:30 PM,05:46 PM,2014-09-03
9301,Sangamon and Monroe,Baby Cakes,05:46 PM,07:46 PM,2014-09-03
9302,Sangamon and Monroe,Doughnut Vault,05:22 PM,05:30 PM,2014-09-04
9303,Sangamon and Monroe,Doughnut Vault,04:58 PM,06:58 PM,2014-09-05
9304,600 West Chicago Avenue,5411 Empanadas,10:51 AM,11:03 AM,2014-09-01
9305,600 West Chicago Avenue,Soups in the Loop,01:13 PM,03:13 PM,2014-09-02
9306,600 West Chicago Avenue,Soups in the Loop,10:32 AM,01:00 PM,2014-09-02
9307,600 West Chicago Avenue,Chicago Lunch Box,10:55 AM,01:00 PM,2014-09-02
9308,600 West Chicago Avenue,Bob Cha Food Truck,11:18 AM,01:18 PM,2014-09-03
9309,600 West Chicago Avenue,Bridgeport Pasty,11:30 AM,01:30 PM,2014-09-04
9310,600 West Chicago Avenue,Milts BBQ Truck,11:43 AM,01:43 PM,2014-09-04
9311,600 West Chicago Avenue,Caponies Express,10:35 AM,01:00 PM,2014-09-04
9312,600 West Chicago Avenue,Soups in the Loop,10:59 AM,01:30 PM,2014-09-05
9313,Rush Hospital,Soups in the Loop,11:09 AM,01:09 PM,2014-09-01
9314,Rush Hospital,Cupcakes for Courage,11:45 AM,01:15 PM,2014-09-03
9315,Rush Hospital,Haute Sausage,11:00 AM,01:00 PM,2014-09-04
9316,Southport and Addison,Kefir Truck,01:25 PM,03:10 PM,2014-08-31
9317,Southport and Addison,Eastman Egg,08:33 AM,12:00 PM,2014-08-31
9318,University of Chicago,Mina's,11:00 AM,01:00 PM,2014-09-01
9319,University of Chicago,Eleaven Food Co.,12:15 PM,02:15 PM,2014-09-01
9320,University of Chicago,The Jibarito Stop,11:00 AM,01:00 PM,2014-09-01
9321,University of Chicago,La Boulangerie,07:24 AM,01:30 PM,2014-09-01
9322,University of Chicago,Soups in the Loop,11:00 AM,01:45 PM,2014-09-01
9323,University of Chicago,PORKCHOP,12:15 PM,02:15 PM,2014-09-01
9324,University of Chicago,Harold's Chicken Shack,12:15 PM,02:15 PM,2014-09-01
9325,University of Chicago,Tamale Spaceship,11:00 AM,01:00 PM,2014-09-01
9326,University of Chicago,Beaver's Donuts,10:15 AM,02:30 PM,2014-09-01
9327,University of Chicago,Chicago Lunch Box,11:00 AM,01:00 PM,2014-09-01
9328,University of Chicago,Mina's,10:58 AM,01:00 PM,2014-09-02
9329,University of Chicago,Husky Hog BBQ,10:35 AM,01:00 PM,2014-09-02
9330,University of Chicago,Haute Sausage,01:25 PM,03:25 PM,2014-09-02
9331,University of Chicago,The Slide Ride,11:30 AM,01:30 PM,2014-09-02
9332,University of Chicago,Caponies Express,11:27 AM,01:27 PM,2014-09-02
9333,University of Chicago,Beaver's Donuts,07:30 AM,02:30 PM,2014-09-02
9334,University of Chicago,Pierogi Street,11:00 AM,01:00 PM,2014-09-02
9335,University of Chicago,Da Lobsta,11:00 AM,01:00 PM,2014-09-02
9336,University of Chicago,Chicago Pizza Boss,11:00 AM,01:00 PM,2014-09-02
9337,University of Chicago,Harold's Chicken Shack,12:05 PM,02:05 PM,2014-09-03
9338,University of Chicago,PORKCHOP,12:05 PM,02:05 PM,2014-09-03
9339,University of Chicago,Eleaven Food Co.,12:05 PM,02:05 PM,2014-09-03
9340,University of Chicago,Baby Cakes,07:30 AM,10:00 AM,2014-09-03
9341,University of Chicago,PIKO Street Kitchen,10:37 AM,02:00 PM,2014-09-04
9342,University of Chicago,Baby Cakes,07:30 AM,10:00 AM,2014-09-04
9343,University of Chicago,Döner Men,11:00 AM,01:00 PM,2014-09-04
9344,University of Chicago,Yum Dum Truck,10:59 AM,01:00 PM,2014-09-04
9345,University of Chicago,La Boulangerie,09:15 AM,11:15 AM,2014-09-04
9346,University of Chicago,Eleaven Food Co.,09:15 AM,11:15 AM,2014-09-04
9347,University of Chicago,PORKCHOP,11:00 AM,01:00 PM,2014-09-04
9348,University of Chicago,The Fat Shallot,11:00 AM,02:00 PM,2014-09-04
9349,University of Chicago,Cupcakes for Courage,11:00 AM,01:00 PM,2014-09-04
9350,University of Chicago,The Salsa Truck,11:36 AM,01:36 PM,2014-09-04
9351,University of Chicago,Mina's,10:41 AM,01:00 PM,2014-09-04
9352,University of Chicago,Bombay Wraps,11:16 AM,01:16 PM,2014-09-04
9353,University of Chicago,Harold's Chicken Shack,11:00 AM,01:00 PM,2014-09-04
9354,University of Chicago,The Big Shish,11:30 AM,01:30 PM,2014-09-05
9355,University of Chicago,Auntie Vee's Cupcakes,08:27 AM,01:30 PM,2014-09-05
9356,University of Chicago,Eleaven Food Co.,10:05 AM,12:05 PM,2014-09-05
9357,University of Chicago,Pierogi Street,11:00 AM,02:00 PM,2014-09-05
9358,University of Chicago,Baby Cakes,06:58 AM,12:56 PM,2014-09-05
9359,University of Chicago,Vegan Food Truck,11:00 AM,01:00 PM,2014-09-05
9360,University of Chicago,La Boulangerie,11:00 AM,02:00 PM,2014-09-05
9361,University of Chicago,Harold's Chicken Shack,11:00 AM,01:00 PM,2014-09-05
9362,University of Chicago,Chicago Lunch Box,11:12 AM,01:00 PM,2014-09-05
9363,University of Chicago,Soups in the Loop,11:00 AM,01:00 PM,2014-09-05
9364,Schaumburg Area,The Pizza Via,12:00 PM,05:00 PM,2014-08-31
9365,Schaumburg Area,Toasty Cheese,12:00 PM,05:00 PM,2014-08-31
9366,Schaumburg Area,Baby Cakes,08:30 AM,10:59 AM,2014-09-01
9367,Schaumburg Area,Toasty Cheese,05:30 PM,08:00 PM,2014-09-01
9368,Schaumburg Area,Soups in the Loop,11:00 AM,01:00 PM,2014-09-02
9369,Schaumburg Area,Toasty Cheese,11:00 AM,01:30 PM,2014-09-02
9370,Schaumburg Area,Grill Chasers,11:15 AM,01:30 PM,2014-09-02
9371,Schaumburg Area,Chicago Cupcake,11:30 AM,01:30 PM,2014-09-02
9372,Schaumburg Area,The Pizza Via,11:00 AM,01:30 PM,2014-09-03
9373,Schaumburg Area,Mama Tola,05:12 PM,07:00 PM,2014-09-03
9374,Schaumburg Area,Chicago Cupcake,01:50 PM,02:45 PM,2014-09-03
9375,Schaumburg Area,Toasty Cheese,11:00 AM,02:00 PM,2014-09-04
9376,Schaumburg Area,Marios Cart,05:00 PM,08:00 PM,2014-09-05
9377,Schaumburg Area,Marios Cart,09:00 AM,01:00 PM,2014-09-06
9378,Schaumburg Area,The Slide Ride,01:00 PM,04:00 PM,2014-09-06
9379,Schaumburg Area,The Fat Shallot,01:00 PM,04:00 PM,2014-09-06
9380,Schaumburg Area,Haute Sausage,01:00 PM,04:00 PM,2014-09-06
9381,Schaumburg Area,Sweet Ride,07:00 PM,09:00 PM,2014-09-06
9382,Schaumburg Area,The Calle Wagon,01:00 PM,03:00 PM,2014-09-06
9383,Clark and Monroe,Cupcake Gangsters,11:30 AM,01:30 PM,2014-08-25
9384,Clark and Monroe,Da Lobsta,10:54 AM,01:00 PM,2014-08-26
9385,Clark and Monroe,Doughnut Vault,07:00 AM,11:00 AM,2014-08-26
9386,Clark and Monroe,La Cocinita,07:53 AM,01:30 PM,2014-08-26
9387,Clark and Monroe,Mina's,11:02 AM,01:02 PM,2014-08-26
9388,Clark and Monroe,The More Mobile,03:50 PM,05:16 PM,2014-08-26
9389,Clark and Monroe,Kefir Truck,03:15 PM,04:15 PM,2014-08-26
9390,Clark and Monroe,Jack's Fork in the Road,11:00 AM,02:00 PM,2014-08-26
9391,Clark and Monroe,The Big Shish,10:55 AM,01:30 PM,2014-08-26
9392,Clark and Monroe,Cupcake Gangsters,11:30 AM,12:24 PM,2014-08-27
9393,Clark and Monroe,Pleasant House Bakery,10:45 AM,11:58 AM,2014-08-27
9394,Clark and Monroe,The Roost Truck,07:00 AM,09:00 AM,2014-08-27
9395,Clark and Monroe,The More Mobile,02:30 PM,03:30 PM,2014-08-27
9396,Clark and Monroe,Döner Men,11:00 AM,01:00 PM,2014-08-27
9397,Clark and Monroe,5411 Empanadas,11:00 AM,01:00 PM,2014-08-27
9398,Clark and Monroe,The Fat Shallot,11:00 AM,01:00 PM,2014-08-27
9399,Clark and Monroe,Auntie Vee's Cupcakes,10:58 AM,11:03 AM,2014-08-27
9400,Clark and Monroe,Haute Sausage,11:00 AM,01:30 PM,2014-08-27
9401,Clark and Monroe,La Boulangerie,08:43 AM,10:43 AM,2014-08-27
9402,Clark and Monroe,Soups in the Loop,10:54 AM,01:30 PM,2014-08-28
9403,Clark and Monroe,La Cocinita,11:00 AM,01:30 PM,2014-08-28
9404,Clark and Monroe,Taquero Fusion,10:54 AM,01:30 PM,2014-08-28
9405,Clark and Monroe,The Corner Farmacy,11:00 AM,01:30 PM,2014-08-28
9406,Clark and Monroe,Cupcake Gangsters,11:30 AM,11:55 AM,2014-08-28
9407,Clark and Monroe,La Cocinita,08:42 AM,10:42 AM,2014-08-28
9408,Clark and Monroe,Kefir Truck,03:59 PM,05:59 PM,2014-08-28
9409,Clark and Monroe,The Slide Ride,10:55 AM,01:00 PM,2014-08-28
9410,Clark and Monroe,Flirty Cupcakes,11:30 AM,01:30 PM,2014-08-29
9411,Clark and Monroe,Cupcake Gangsters,11:30 AM,12:21 PM,2014-08-29
9412,Clark and Monroe,Tamale Spaceship,11:00 AM,01:30 PM,2014-08-29
9413,Clark and Monroe,Pierogi Street,11:30 AM,01:30 PM,2014-08-29
9414,Clark and Monroe,Model Chef,11:00 AM,02:00 PM,2014-08-29
9415,Clark and Monroe,Flirty Cupcakes,01:40 PM,03:00 PM,2014-08-29
9416,Clark and Monroe,Chicago Cupcake,11:00 AM,01:00 PM,2014-08-29
9417,Lasalle and Adams,Bob Cha Food Truck,11:30 AM,01:30 PM,2014-08-26
9418,Lasalle and Adams,Jack's Fork in the Road,11:00 AM,01:30 PM,2014-08-27
9419,Lasalle and Adams,Doughnut Vault,06:54 AM,01:00 PM,2014-08-27
9420,Lasalle and Adams,Chicago Cupcake,01:50 PM,03:02 PM,2014-08-28
9421,Lasalle and Adams,Bob Cha Food Truck,10:42 AM,01:30 PM,2014-08-28
9422,Lasalle and Adams,Doughnut Vault,01:15 PM,03:15 PM,2014-08-28
9423,Lasalle and Adams,Doughnut Vault,06:58 AM,01:00 PM,2014-08-28
9424,Lasalle and Adams,La Cocinita,08:00 AM,01:00 PM,2014-08-29
9425,Lasalle and Adams,Doughnut Vault,07:03 AM,12:30 AM,2014-08-29
9426,Lasalle and Adams,Eastman Egg,11:49 AM,01:00 PM,2014-08-29
9427,Wabash and Jackson,Haute Sausage,11:00 AM,01:00 PM,2014-08-26
9428,Wabash and Jackson,Chicago Cupcake,03:35 PM,03:45 PM,2014-08-29
9429,Willis Tower,Flirty Cupcakes,11:30 AM,01:20 PM,2014-08-26
9430,Willis Tower,Cupcakes for Courage,04:00 PM,05:30 PM,2014-08-26
9431,Willis Tower,Chicago Cupcake,02:45 PM,03:40 PM,2014-08-26
9432,Willis Tower,The More Mobile,11:59 AM,01:59 PM,2014-08-27
9433,Willis Tower,The More Mobile,11:30 AM,11:59 AM,2014-08-27
9434,Willis Tower,Flirty Cupcakes,05:00 PM,05:45 PM,2014-08-27
9435,Willis Tower,Eastman Egg,07:07 AM,10:00 AM,2014-08-28
9436,Willis Tower,Flirty Cupcakes,04:06 PM,06:06 PM,2014-08-28
9437,Madison and Wacker,Eastman Egg,07:21 AM,10:00 AM,2014-08-26
9438,Madison and Wacker,Flirty Cupcakes,03:45 PM,04:15 AM,2014-08-26
9439,Madison and Wacker,Chicago Cupcake,11:00 AM,01:25 PM,2014-08-26
9440,Madison and Wacker,Flirty Cupcakes,02:15 PM,03:30 PM,2014-08-27
9441,Madison and Wacker,Gino's Steak Truck,11:00 AM,11:52 AM,2014-08-28
9442,Madison and Wacker,5411 Empanadas,11:10 AM,11:54 AM,2014-08-28
9443,Madison and Wacker,Cupcakes for Courage,02:45 PM,03:58 PM,2014-08-28
9444,Madison and Wacker,Beaver's Donuts,08:48 AM,10:00 AM,2014-08-29
9445,Madison and Wacker,Cupcakes for Courage,04:30 PM,05:30 PM,2014-08-29
9446,Wacker and Adams,Kefir Truck,04:15 PM,04:45 PM,2014-08-26
9447,Wacker and Adams,The Slide Ride,10:55 AM,01:00 PM,2014-08-27
9448,Wacker and Adams,The Roost Truck,11:00 AM,01:00 PM,2014-08-27
9449,Wacker and Adams,Chicago Cupcake,11:30 AM,01:30 PM,2014-08-27
9450,Wacker and Adams,The Slide Ride,01:14 PM,02:00 PM,2014-08-27
9451,Wacker and Adams,Yum Dum Truck,11:00 AM,01:30 PM,2014-08-28
9452,Wacker and Adams,Chicago Cupcake,11:30 AM,01:15 PM,2014-08-28
9453,Wacker and Adams,Tamale Spaceship,11:00 AM,01:30 PM,2014-08-28
9454,Wacker and Adams,The Fat Shallot,11:00 AM,02:00 PM,2014-08-28
9455,Wacker and Adams,The Big Shish,11:00 AM,01:30 PM,2014-08-28
9456,Wacker and Adams,The Salsa Truck,11:30 AM,01:30 PM,2014-08-29
9457,Wacker and Adams,Jack's Fork in the Road,11:00 AM,02:00 PM,2014-08-29
9458,Wacker and Adams,The Jibarito Stop,11:45 AM,01:45 PM,2014-08-29
9459,Wabash and Van Buren,Cupcake Gangsters,02:00 PM,03:00 PM,2014-08-25
9460,Wabash and Van Buren,Beaver's Donuts,11:57 AM,01:57 PM,2014-08-26
9461,Wabash and Van Buren,Kefir Truck,02:06 PM,03:15 PM,2014-08-26
9462,Wabash and Van Buren,Flirty Cupcakes,04:31 PM,05:30 PM,2014-08-26
9463,Wabash and Van Buren,Cupcake Gangsters,02:00 PM,03:00 PM,2014-08-26
9464,Wabash and Van Buren,Cupcakes for Courage,02:45 PM,03:45 PM,2014-08-26
9465,Wabash and Van Buren,Chicago Cupcake,04:10 PM,04:54 PM,2014-08-27
9466,Wabash and Van Buren,Cupcake Gangsters,02:00 PM,03:00 PM,2014-08-27
9467,Wabash and Van Buren,Beaver's Donuts,07:00 AM,10:00 AM,2014-08-27
9468,Wabash and Van Buren,Chicago Cupcake,05:00 PM,05:59 PM,2014-08-27
9469,Wabash and Van Buren,Chicago Cupcake,03:45 PM,04:00 PM,2014-08-29
9470,Franklin and Randolph,Chicago Cupcake,01:30 PM,02:28 PM,2014-08-26
9471,Franklin and Randolph,Haute Sausage,11:00 AM,01:00 PM,2014-08-26
9472,Franklin and Randolph,Jerk,11:00 AM,01:00 PM,2014-08-26
9473,Franklin and Randolph,Cupcakes for Courage,01:00 PM,02:30 PM,2014-08-26
9474,Franklin and Randolph,Auntie Vee's Cupcakes,11:03 AM,01:03 PM,2014-08-27
9475,Franklin and Randolph,La Cocinita,11:00 AM,01:30 PM,2014-08-27
9476,Franklin and Randolph,Flirty Cupcakes,01:18 PM,02:30 PM,2014-08-28
9477,Franklin and Randolph,Jack's Fork in the Road,11:00 AM,01:00 PM,2014-08-28
9478,Franklin and Randolph,Chicago Cupcake,01:40 PM,02:15 PM,2014-08-29
9479,30 E. Lake,5411 Empanadas,12:09 PM,02:09 PM,2014-08-28
9480,Adams and Clinton,Flirty Cupcakes,12:00 PM,01:00 PM,2014-08-27
9481,Clinton and Madison,Chicago Cupcake,04:45 PM,05:58 PM,2014-08-26
9482,Clinton and Madison,Cupcakes for Courage,04:30 PM,05:30 PM,2014-08-27
9483,Randolph and Columbus,5411 Empanadas,10:54 AM,11:04 AM,2014-08-26
9484,Randolph and Columbus,The Slide Ride,10:42 AM,01:30 PM,2014-08-26
9485,Randolph and Columbus,Da Lobsta,11:30 AM,01:30 PM,2014-08-27
9486,Randolph and Columbus,Eastman Egg,07:14 AM,10:00 AM,2014-08-27
9487,Randolph and Columbus,Bridgeport Pasty,11:00 AM,01:30 PM,2014-08-27
9488,Randolph and Columbus,Cupcakes for Courage,03:58 PM,05:58 PM,2014-08-28
9489,Randolph and Columbus,Jerk,11:00 AM,02:00 PM,2014-08-28
9490,Randolph and Columbus,Haute Sausage,11:00 AM,01:00 PM,2014-08-29
9491,Hubbard and Wells,Chicago Lunch Box,11:10 AM,01:00 PM,2014-08-28
9492,450 N. Cityfront Plaza,The More Mobile,05:16 PM,07:00 PM,2014-08-26
9493,450 N. Cityfront Plaza,Haute Sausage,11:00 AM,01:00 PM,2014-08-28
9494,450 N. Cityfront Plaza,The More Mobile,11:45 AM,01:45 PM,2014-08-28
9495,450 N. Cityfront Plaza,Windy City Patty Wagon,11:31 AM,01:31 PM,2014-08-29
9496,450 N. Cityfront Plaza,Sugar Pie Cafe,02:11 PM,03:00 PM,2014-08-29
9497,450 N. Cityfront Plaza,Mina's,10:45 AM,01:00 PM,2014-08-29
9498,Sangamon and Monroe,Doughnut Vault,11:15 AM,12:10 PM,2014-08-24
9499,Sangamon and Monroe,Eastman Egg,08:29 AM,12:00 PM,2014-08-25
9500,Sangamon and Monroe,The Fat Shallot,05:30 PM,08:00 PM,2014-08-27
9501,Sangamon and Monroe,Chicago Cupcake,06:15 PM,07:05 PM,2014-08-27
9502,Sangamon and Monroe,Doughnut Vault,05:53 PM,07:53 PM,2014-08-28
9503,Sangamon and Monroe,Flirty Cupcakes,06:17 PM,07:00 PM,2014-08-28
9504,Sangamon and Monroe,Doughnut Vault,06:36 PM,08:36 PM,2014-08-29
9505,Sangamon and Monroe,Beaver's Donuts,09:23 AM,12:30 AM,2014-08-30
9506,Sangamon and Monroe,Eastman Egg,09:24 AM,10:30 AM,2014-08-30
9507,Sangamon and Monroe,Doughnut Vault,05:56 PM,07:56 PM,2014-08-30
9508,600 West Chicago Avenue,Soups in the Loop,10:47 AM,01:00 PM,2014-08-26
9509,600 West Chicago Avenue,The Roost Truck,06:49 AM,01:00 PM,2014-08-26
9510,600 West Chicago Avenue,Chicago Lunch Box,11:07 AM,01:00 PM,2014-08-26
9511,600 West Chicago Avenue,The Big Shish,11:15 AM,01:15 PM,2014-08-27
9512,600 West Chicago Avenue,Windy City Patty Wagon,11:15 AM,01:15 PM,2014-08-27
9513,600 West Chicago Avenue,Bob Cha Food Truck,10:54 AM,01:00 PM,2014-08-27
